product_name,product_price,Description,Tags,stock_status,SKU,product_catagory
Incineroar,£165.00,"After hurling ferocious punches and flinging furious kicks, it finishes opponents off by spewing fire from around its navel.","['Blaze', 'Heel', 'incineroar']",201 in stock,5027,"Categories: Heel, Pokemon"
Popplio,£48.00,This Pokémon can control water bubbles. It practices diligently so it can learn to make big bubbles.,"['popplio', 'Sea Lion', 'Torrent']",83 in stock,7912,"Categories: Pokemon, Sea Lion"
Brionne,£95.00,"It cares deeply for its companions. When its Trainer is feeling down, it performs a cheery dance to try and help.","['brionne', 'Pop Star', 'Torrent']",174 in stock,9296,"Categories: Pokemon, Pop Star"
Primarina,£95.00,Its singing voice is its chief weapon in battle. This Pokémon’s Trainer must prioritize the daily maintenance of its throat at all costs.,"['primarina', 'Soloist', 'Torrent']",36 in stock,2133,"Categories: Pokemon, Soloist"
Pikipek,£165.00,"This Pokémon feeds on berries, whose leftover seeds become the ammunition for the attacks it fires off from its mouth.","['Keen Eye', 'pikipek', 'Woodpecker']",246 in stock,3914,"Categories: Pokemon, Woodpecker"
Trumbeak,£105.00,"By bending its beak, it can produce a variety of calls and brand itself a noisy nuisance for its neighbors.","['Bugle Beak', 'Keen Eye', 'trumbeak']",30 in stock,2185,"Categories: Bugle Beak, Pokemon"
Toucannon,£55.00,"Within its beak, its internal gas ignites, explosively launching seeds with enough power to pulverize boulders.","['Cannon', 'Keen Eye', 'toucannon']",176 in stock,9306,"Categories: Cannon, Pokemon"
Yungoos,£130.00,"It wanders around in a never-ending search for food. At dusk, it collapses from exhaustion and falls asleep on the spot.","['Loitering', 'Strong Jaw', 'yungoos']",180 in stock,1383,"Categories: Loitering, Pokemon"
Gumshoos,£128.00,"It adores having Rattata and Raticate for dinner, but as it’s diurnal, it never encounters them. This Pokémon boasts incredible patience.","['gumshoos', 'Stakeout', 'Strong Jaw']",125 in stock,3078,"Categories: Pokemon, Stakeout"
Grubbin,£73.00,They often gather near places frequented by electric Pokémon in order to avoid being attacked by bird Pokémon.,"['grubbin', 'Larva', 'Swarm']",47 in stock,3728,"Categories: Larva, Pokemon"
Charjabug,£130.00,"From the food it digests, it generates electricity, and it stores this energy in its electric sac.","['Battery', 'charjabug']",21 in stock,8497,"Categories: Battery, Pokemon"
Vikavolt,£128.00,It produces electricity via an electrical organ in its abdomen. It overwhelms bird Pokémon with shocking beams of electrical energy.,"['Levitate', 'Stag Beetle', 'vikavolt']",62 in stock,8322,"Categories: Pokemon, Stag Beetle"
Crabrawler,£133.00,"It punches so much, its pincers often come off from overuse, but they grow back quickly. What little meat they contain is rich and delicious.","['Boxing', 'crabrawler', 'Hyper Cutter']",212 in stock,5483,"Categories: Boxing, Pokemon"
Crabominable,£76.00,"It just throws punches indiscriminately. In times of desperation, it can lop off its own pincers and fire them like rockets.","['crabominable', 'Hyper Cutter', 'Woolly Crab']",188 in stock,3027,"Categories: Pokemon, Woolly Crab"
Cutiefly,£130.00,Myriads of Cutiefly flutter above the heads of people who have auras resembling those of flowers.,"['Bee Fly', 'cutiefly', 'Shield Dust']",23 in stock,3090,"Categories: Bee Fly, Pokemon"
Ribombee,£162.00,Some of Ribombee’s pollen puffs are highly nutritious. They are sometimes sold as supplements.,"['Bee Fly', 'ribombee', 'Shield Dust']",233 in stock,4694,"Categories: Bee Fly, Pokemon"
Rockruff,£185.00,This Pokémon has lived with people since times long ago. It can sense when its Trainer is in the dumps and will stick close by its Trainer’s side.,"['Keen Eye', 'Puppy', 'rockruff']",296 in stock,9049,"Categories: Pokemon, Puppy"
Mareanie,£76.00,It’s found crawling on beaches and seafloors. The coral that grows on Corsola’s head is as good as a five-star banquet to this Pokémon.,"['Brutal Star', 'Limber', 'mareanie']",99 in stock,2097,"Categories: Brutal Star, Pokemon"
Toxapex,£48.00,"Those attacked by Toxapex’s poison will suffer intense pain for three days and three nights. Post-recovery, there will be some aftereffects.","['Brutal Star', 'Limber', 'toxapex']",37 in stock,2160,"Categories: Brutal Star, Pokemon"
Mudbray,£84.00,"It has a stubborn, individualistic disposition. Eating dirt, making mud, and playing in the mire all form part of its daily routine.","['Donkey', 'mudbray', 'Own Tempo']",117 in stock,9977,"Categories: Donkey, Pokemon"
Mudsdale,£148.00,"Its heavy, mud-covered kicks are its best means of attack, and it can reduce large trucks to scrap without breaking a sweat.","['Draft Horse', 'mudsdale', 'Own Tempo']",136 in stock,6401,"Categories: Draft Horse, Pokemon"
Dewpider,£25.00,"When it comes across enemies or potential prey, this Pokémon smashes its water-bubble-covered head into them.","['dewpider', 'Water Bubble']",23 in stock,1034,"Categories: Pokemon, Water Bubble"
Araquanid,£133.00,"Despite what its appearance suggests, it cares for others. If it finds vulnerable, weak Pokémon, it protectively brings them into its water bubble.","['araquanid', 'Water Bubble']",281 in stock,8489,"Categories: Pokemon, Water Bubble"
Fomantis,£95.00,They give off a sweet and refreshing scent. Cutiefly often gather near the tall grass where Fomantis are hiding.,"['fomantis', 'Leaf Guard', 'Sickle Grass']",209 in stock,9109,"Categories: Pokemon, Sickle Grass"
Lurantis,£60.00,It fires beams from its sickle-shaped petals. These beams are powerful enough to cleave through thick metal plates.,"['Bloom Sickle', 'Leaf Guard', 'lurantis']",269 in stock,1903,"Categories: Bloom Sickle, Pokemon"
Morelull,£165.00,"As it drowses the day away, it nourishes itself by sucking from tree roots. It wakens at the fall of night, wandering off in search of a new tree.","['Effect Spore', 'Illuminating', 'morelull']",71 in stock,8895,"Categories: Illuminating, Pokemon"
Shiinotic,£133.00,"It emits flickering spores that cause drowsiness. When its prey succumb to sleep, this Pokémon feeds on them by sucking in their energy.","['Effect Spore', 'Illuminating', 'shiinotic']",123 in stock,1758,"Categories: Illuminating, Pokemon"
Salandit,£95.00,"Volcanoes or dry, craggy places are its home. It emanates a sweet-smelling poisonous gas that attracts bug Pokémon, then attacks them.","['Corrosion', 'salandit', 'Toxic Lizard']",54 in stock,7448,"Categories: Pokemon, Toxic Lizard"
Salazzle,£133.00,"Filled with pheromones, its poisonous gas can be diluted to use in the production of luscious perfumes.","['Corrosion', 'salazzle', 'Toxic Lizard']",142 in stock,4114,"Categories: Pokemon, Toxic Lizard"
Stufful,£133.00,A touch from anyone except a known friend sends it into a surging frenzy. It’s an incredibly dangerous Pokémon.,"['Flailing', 'Klutz', 'stufful']",69 in stock,6729,"Categories: Flailing, Pokemon"
Bewear,£105.00,This Pokémon has the habit of hugging its companions. Many Trainers have left this world after their spines were squashed by its hug.,"['bewear', 'Klutz', 'Strong Arm']",96 in stock,7159,"Categories: Pokemon, Strong Arm"
Bounsweet,£76.00,"Although it’s too sugary for human consumption, Bounsweet’s sweat can be watered down into a juice with just the right amount of sweetness.","['bounsweet', 'fruit', 'Oblivious']",76 in stock,6963,"Categories: Fruit, Pokemon"
Steenee,£130.00,This Pokémon is always bouncing around energetically. Other Pokémon are attracted by its lively appearance and pleasant aroma.,"['fruit', 'Oblivious', 'steenee']",30 in stock,9509,"Categories: Fruit, Pokemon"
Tsareena,£130.00,"A Pokémon known for the beauty of its well-shaped legs, it sometimes appears as a mascot in advertisements for beauty salons.","['fruit', 'Leaf Guard', 'tsareena']",96 in stock,1097,"Categories: Fruit, Pokemon"
Comfey,£25.00,"Baths prepared with the flowers from its vine have a relaxing effect, so this Pokémon is a hit with many people.","['comfey', 'Flower Veil', 'Posy Picker']",266 in stock,1719,"Categories: Pokemon, Posy Picker"
Oranguru,£84.00,"Deep in the jungle, high in the lofty canopy, this Pokémon abides. On rare occasions, it shows up at the beach to match wits with Slowking.","['Inner Focus', 'oranguru', 'Sage']",241 in stock,6539,"Categories: Pokemon, Sage"
Passimian,£159.00,"They battle with hard berries for weapons. Their techniques are passed from the boss to the group, generation upon generation.","['passimian', 'Receiver', 'Teamwork']",144 in stock,8046,"Categories: Pokemon, Teamwork"
Wimpod,£133.00,"Its habitat varies from beaches to seabeds. A natural scavenger, it will gleefully chow down on anything edible, no matter how rotten.","['Turn Tail', 'Wimp Out', 'wimpod']",87 in stock,2207,"Categories: Pokemon, Turn Tail"
Golisopod,£148.00,"It battles skillfully with its six arms, but spends most of its time peacefully meditating in caves deep beneath the sea.","['Emergency Exit', 'golisopod', 'Hard Scale']",10 in stock,6420,"Categories: Hard Scale, Pokemon"
Sandygast,£105.00,It takes control of anyone who puts a hand in its mouth. And so it adds to the accumulation of its sand-mound body.,"['Sand Heap', 'sandygast', 'Water Compaction']",276 in stock,7020,"Categories: Pokemon, Sand Heap"
Palossand,£185.00,Buried beneath the castle are masses of dried-up bones from those whose vitality it has drained.,"['palossand', 'Sand Castle', 'Water Compaction']",19 in stock,8991,"Categories: Pokemon, Sand Castle"
Pyukumuku,£76.00,These Pokémon line the beaches. The sticky mucous that covers their bodies can be used to soothe sunburned skin. How convenient!,"['Innards Out', 'pyukumuku', 'Sea Cucumber']",191 in stock,3988,"Categories: Pokemon, Sea Cucumber"
Silvally,£168.00,"Although its name was Type: Null at first, the boy who evolved it into this form gave it the name by which it is now known.","['RKS System', 'silvally', 'Synthetic']",64 in stock,5805,"Categories: Pokemon, Synthetic"
Komala,£133.00,The log it holds was given to it by its parents at birth. It has also been known to cling to the arm of a friendly Trainer.,"['Comatose', 'Drowsing', 'komala']",231 in stock,4350,"Categories: Drowsing, Pokemon"
Turtonator,£60.00,It gushes fire and poisonous gases from its nostrils. Its dung is an explosive substance and can be put to various uses.,"['Blast Turtle', 'Shell Armor', 'turtonator']",16 in stock,4932,"Categories: Blast Turtle, Pokemon"
Togedemaru,£84.00,The long hairs on its back act as lightning rods. The bolts of lightning it attracts are stored as energy in its electric sac.,"['Lightning Rod', 'Roly-Poly', 'togedemaru']",78 in stock,9583,"Categories: Pokemon, Roly-Poly"
Drampa,£76.00,This Pokémon is friendly to people and loves children most of all. It comes from deep in the mountains to play with children it likes in town.,"['drampa', 'placid', 'Sap Sipper']",245 in stock,7808,"Categories: Placid, Pokemon"
Jangmo-o,£159.00,They live in mountains where no trace of humans can be detected. Jangmo-o grow little by little as they battle one another.,"['jangmo-o', 'Scaly', 'Soundproof']",140 in stock,9665,"Categories: Pokemon, Scaly"
Hakamo-o,£148.00,It sheds and regrows its scales on a continuous basis. The scales become harder and sharper each time they’re regrown.,"['hakamo-o', 'Scaly', 'Soundproof']",288 in stock,9648,"Categories: Pokemon, Scaly"
Kommo-o,£133.00,"Its rigid scales function as offense and defense. In the past, its scales were processed and used to make weapons and other commodities.","['kommo-o', 'Scaly', 'Soundproof']",121 in stock,3513,"Categories: Pokemon, Scaly"
Tapu-koko,£165.00,It confuses its enemies by flying too quickly for the eye to follow. It has a hair-trigger temper but forgets what made it angry an instant later.,"['Electric Surge', 'Land Spirit', 'tapu-koko']",215 in stock,9744,"Categories: Land Spirit, Pokemon"
Tapu-lele,£133.00,"As it flutters about, it scatters its strangely glowing scales. Touching them is said to restore good health on the spot.","['Land Spirit', 'Psychic Surge', 'tapu-lele']",71 in stock,3073,"Categories: Land Spirit, Pokemon"
Tapu-bulu,£162.00,The guardian deity of Ula’ula is a lazy Pokémon. It commands plants to immobilize its foes and then deals them a savage blow with its horns.,"['Grassy Surge', 'Land Spirit', 'tapu-bulu']",175 in stock,2204,"Categories: Land Spirit, Pokemon"
Tapu-fini,£148.00,"The guardian deity of Poni, it can control water. People say it can create pure water that will wash away any uncleanness.","['Land Spirit', 'Misty Surge', 'tapu-fini']",206 in stock,5525,"Categories: Land Spirit, Pokemon"
Solgaleo,£87.00,"This Pokémon is said to be a male evolution of Cosmog. At the activation of its third eye, it departs for another world.","['Full Metal Body', 'solgaleo', 'Sunne']",260 in stock,4928,"Categories: Pokemon, Sunne"
Lunala,£84.00,"Said to live in another world, this Pokémon devours light, drawing the moonless dark veil of night over the brightness of day.","['lunala', 'Moone', 'Shadow Shield']",195 in stock,3888,"Categories: Moone, Pokemon"
Nihilego,£73.00,"One of the Ultra Beasts. It’s unclear whether or not this Pokémon is sentient, but sometimes it can be observed behaving like a young girl.","['Beast Boost', 'nihilego', 'Parasite']",180 in stock,6763,"Categories: Parasite, Pokemon"
Buzzwole,£84.00,A mysterious life-form called an Ultra Beast. Witnesses saw it pulverize a dump truck with a single punch.,"['Beast Boost', 'buzzwole', 'Swollen']",43 in stock,5256,"Categories: Pokemon, Swollen"
Pheromosa,£128.00,"One of the Ultra Beasts. It refuses to touch anything, perhaps because it senses some uncleanness in this world.","['Beast Boost', 'Lissome', 'pheromosa']",254 in stock,4102,"Categories: Lissome, Pokemon"
Xurkitree,£165.00,"It appeared from the Ultra Wormhole. It raided a power plant, so people think it energizes itself with electricity.","['Beast Boost', 'Glowing', 'xurkitree']",120 in stock,3791,"Categories: Glowing, Pokemon"
Celesteela,£148.00,One kind of Ultra Beast. Witnesses have seen it burn down a forest by expelling gas from its two arms.,"['Beast Boost', 'celesteela', 'Launch']",58 in stock,9458,"Categories: Launch, Pokemon"
